what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113215905
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113216170
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113275880
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113276156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113373940
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113374222
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113379006
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113379278
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1314113401982
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113405533
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113406857
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113414191
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113487259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1314113491559
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1314113493959
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1314113508304
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314113510388
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113763029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113769846
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113774683
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113785708
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113818740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113819033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1314113997212
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314114002297
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314114196130
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314114203184
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314114206627
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314114206909
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314114214626
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314114215383
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314114217376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314114285376
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314114404936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314116706025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314117160632
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314117168144
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1314117226388
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314117229704
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314117246304
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1314117374169
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314117421597
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1314117423208
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314117498563
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314117500231
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314117504581
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314117506239
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1314117518879
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314117520338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314117522297
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1314117534748
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314117540996
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1314117561980
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314117570546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314117654403
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1314117744417
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314117747885
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314117751317
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314117958582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314117958903
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314118086114
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314118087407
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1314118135730
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314118137070
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314118139379
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314118204850
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314118205174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314118210433
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314118213663
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314118412788
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314118414722
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314118414929
